Licence No.,Premises Name,Premises Address,場所名稱,場所地址,Premises Phone No.,Premises Fax No.,Premises Email Address
H/3863,RAMBLER OASIS HOTEL,"Rambler Oasis Hotel,1 Tsing Yi Road, Tsing Yi,New Territories.",青逸酒店,新界青衣青衣路1號青逸酒店,2129 1188,2129 1199,enquiry.oasis@ramblerhotels.com
H/3867,GALAXY GUESTHOUSE,"Flat 1, 12/F, Alhambra Building,385 Nathan Road, Yau Ma Tei,Kowloon.",銀河賓館,九龍油麻地彌敦道385號平安大樓12字樓1室,2771 0569,,
H/3869,WIN PHON GUEST HOUSE,"Flat 1315, 13/F, Sincere House,83 Argyle Street, Mong Kok, Kowloon.",永鋒旅舍,九龍旺角亞皆老街83號先施大廈13字樓1315室,2396 5101,,
H/3870,URBANWOOD (HUNG HOM),"G/F-R/F, 69 Gillies Avenue South,Hung Hom, Kowloon.",城木酒店 (紅磡),九龍紅磡機利士南路69號地下-天台,2364 1212,,
H/3871,PARADISE WORLD,"Flat E2, 5/F, Block E,Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",PARADISE WORLD,九龍尖沙咀彌敦道40號重慶大廈E座5字樓E2室,9232 3231,3743 5893,shweta_sahai@yahoo.com
H/3879,SUNNY DAY HOTEL,"1/F-13/F, Man Fuk Building,419 Reclamation Street, Mong Kok, Kowloon.",新天地酒店,九龍旺角新填地街419號萬福大廈1-13字樓,2886 1188,,admins@sunnydayhotels.com
H/3882,LE CONG FRATERNAL ASSOCIATION LIMITED,"Flat F&G, 14/F, New Lucky House,15 Jordan Road, Jordan, Kowloon.",樂從同鄉會有限公司,九龍佐敦佐敦道15號華豐大廈14字樓F&G室,2388 8145,2388 8375,hosekchiu@metroeng.com.hk
H/3885,SUN YING HOSTEL,"Flat 617, 6/F, Sincere House,83 Argyle Street, Mong Kok, Kowloon.",新迎賓館,九龍旺角亞皆老街83號先施大廈6字樓617室,2390 3122,,1243760034@qq.com
H/3887,KAMMAL DELUXE,"Flat B8, Block B,5/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",KAMMAL DELUXE,九龍尖沙咀彌敦道40號重慶大廈B座5字樓B8室,9732 4041,,chhetridhana@ymail.com
H/3905,FOUR SEASONS HOSTEL,"Flat A2, 14/F, Block A, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",四季賓館,九龍尖沙咀彌敦道40號重慶大廈A座14字樓A2室,3523 1783,3690 1948,
H/3908,ROYAL VIEW HOTEL,"353 Castle Peak Road,Tsuen Wan, New Territories.",帝景酒店,新界荃灣青山道353號,3716 2888,3716 2999,info@royalview.com.hk
H/3910,THE PUTMAN,"202, 204 & 206 Queen's Road Central,Sheung Wan, Hong Kong.",THE PUTMAN,香港上環皇后大道中202、204&206號,2233 2233,2233 2200,info@theputman.com
H/3912,UNITED WAY TECHNOLOGY,"4/F, 5-5C Wing Sing Lane,Yau Ma Tei, Kowloon.",聯盟科技,九龍油麻地永星里5-5C號4字樓,,,
H/3914,COSMOS GUEST HOUSE,"Flat B1, Block B,4/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",宇宙賓館,九龍尖沙咀彌敦道40號重慶大廈B座4字樓B1室,,,
H/3916,BRIDAL TEA HOUSE (YAU MA TEI),"5/F, 5-5C Wing Sing Lane,Yau Ma Tei, Kowloon.",紅茶館 (油麻地),九龍油麻地永星里5-5C號5字樓,2771 6722,,
H/3919,TALENT SUN,"2/F, 5 Wing Sing Lane,Yau Ma Tei, Kowloon.",駿暉,九龍油麻地永星里5號2字樓,,,
H/3920,"LANSON PLACE CAUSEWAY BAY, HONG KONG","5/F-28/F,133 Leighton Road,Causeway Bay, Hong Kong.",香港逸蘭銅鑼灣酒店,香港銅鑼灣禮頓道133號5-28字樓,3477 6888,3477 6999,enquiry.lphk@lansonplace.com
H/3924,V WANCHAI,"178-180 Jaffe Road,Wan Chai, Hong Kong.",V WANCHAI,香港灣仔謝斐道178-180號,2363 1057,2891 1418,vwc@thev.hk
H/3927,OOOTOPIA,"1/F, 14-18 Sung Wong Toi Road,Kowloon City, Kowloon.",OOOTOPIA,九龍九龍城宋皇臺道14-18號1字樓,6657 8721,,info@asterraliving.com
H/3931,OOOTOPIA,"8/F,14-18 Sung Wong Toi Road,Kowloon City, Kowloon.",OOOTOPIA,九龍九龍城宋皇臺道14-18號8字樓,5223 5665,,living@oootopia.com
H/3933,OOOTOPIA,"2/F,14-18 Sung Wong Toi Road,Kowloon City, Kowloon.",OOOTOPIA,九龍九龍城宋皇臺道14-18號2字樓,5223 5665,,living@oootopia.com
H/3935,OOOTOPIA,"6/F, 14-18 Sung Wong Toi Road,Kowloon City, Kowloon.",OOOTOPIA,九龍九龍城宋皇臺道14-18號6字樓,6657 8721,,info@asterraliving.com
H/3936,OOOTOPIA,"4/F, 14-18 Sung Wong Toi Road,Kowloon City, Kowloon.",OOOTOPIA,九龍九龍城宋皇臺道14-18號4字樓,6657 8721,,info@asterraliving.com
H/3939,HOTEL COZI . HARBOUR VIEW,"163 Wai Yip Street,Kwun Tong, Kowloon.",悅品海景酒店 ． 觀塘,九龍觀塘偉業街163號,3766 8668,3766 8669,
H/3942,ANGEL GUEST HOUSE,"Flat C2, 13/F, Block C,Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",ANGEL GUEST HOUSE,九龍尖沙咀彌敦道40號重慶大廈C座13字樓C2室,9232 3231,3743 5893,shweta_sahai@yahoo.com
H/3944,KING GUEST HOUSE,"Flat D8, 4/F, Block D, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",富豪賓館,九龍尖沙咀彌敦道40號重慶大廈D座4字樓D8室,2366 4219,2367 6552,mp@brargrouphk.com
H/3945,TORONTO MOTEL (H.K.) LIMITED,"Flat B3-4, 8/F, Block B, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",TORONTO MOTEL (H.K.) LIMITED,九龍尖沙咀彌敦道58號美麗都大廈B座8字樓B3-4室,6755 5850,2724 1506,neeta@hsindshk.com
H/3947,MS LI GUEST HOUSE,"Flat E1, 5/F, Block E, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",李女士賓館,九龍尖沙咀彌敦道58號美麗都大廈E座5字樓E1室,,,
H/3955,REGAL HONGKONG HOTEL,"31/F-R/F & UR/F,88 Yee Wo Street,Causeway Bay, Hong Kong.",富豪香港酒店,香港銅鑼灣怡和街88號31字樓-天台&天台高層,2890 6633,2881 0777,rhk.info@regalhotel.com
H/3961,DASH LIVING ON PRAT,"Polly Commercial Building,21-23 Prat Avenue,Tsim Sha Tsui, Kowloon.",DASH LIVING ON PRAT,九龍尖沙咀寶勒巷21-23號寶利商業大廈,3001 5774,,support.hk.prat@dash.co
H/3964,GLOBAL INN,"Flat C2, 6/F, Block C, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",GLOBAL INN,九龍尖沙咀彌敦道40號重慶大廈C座6字樓C2室,9232 3231,3743 5893,shweta_sahai@yahoo.com
H/3965,"H. K. COMMERCIAL INN CO., LIMITED","Flat 612-613, 6/F, Sincere House,83 Argyle Street, Mong Kok, Kowloon.",中港商務賓館有限公司,九龍旺角亞皆老街83號先施大廈6字樓612-613室,3167 9608,3167 9608,
H/3966,HO YUEN GUESTHOUSE,"Flat E & F, 11/F,Far East Consortium Mong Kok Building,11 Nelson Street, Mong Kok, Kowloon.",豪源賓館,九龍旺角奶路臣街11號遠東發展旺角大廈11字樓E&F室,,,
H/3969,LUCKY STAR GUEST HOUSE,"Flat C4, 15/F, Block C, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",幸運星賓館,九龍尖沙咀彌敦道40號重慶大廈C座15字樓C4室,6059 3440,,peakguesthousehk@gmail.com
H/3971,COSMIC GUEST HOUSE,"Flat C1, 12/F, Block C, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",宇宙賓館,九龍尖沙咀彌敦道58號美麗都大廈C座12字樓C1室,2721 3077,2311 5260,laucosmicgh@gmail.com
H/3972,METROPLACE OLYMPIC,"1/F, 36-38 Li Tak Street,Tai Kok Tsui, Kowloon.",城滙奧運,九龍大角咀利得街36-38號1字樓,2151 0500,2151 0826,res@metroplace-hotels.com
H/3976,METROPLACE OLYMPIC,"4/F, 36-38 Li Tak Street,Tai Kok Tsui, Kowloon.",城滙奧運,九龍大角咀利得街36-38號4字樓,2151 0500,2151 0826,res@metroplace-hotels.com
H/3977,METROPLACE OLYMPIC,"2/F, 36-38 Li Tak Street,Tai Kok Tsui, Kowloon.",城滙奧運,九龍大角咀利得街36-38號2字樓,2151 0500,2151 0826,res@metroplace-hotels.com
H/3979,METROPLACE OLYMPIC,"3/F, 36-38 Li Tak Street,Tai Kok Tsui, Kowloon.",城滙奧運,九龍大角咀利得街36-38號3字樓,2151 0500,2151 0826,res@metroplace-hotels.com
H/3980,METROPLACE OLYMPIC,"6/F, 36-38 Li Tak Street,Tai Kok Tsui,Kowloon.",城滙奧運,九龍大角咀利得街36-38號6字樓,2151 0500,2151 0826,res@metroplace-hotels.com
H/3981,METROPLACE OLYMPIC,"7/F, 36-38 Li Tak Street,Tai Kok Tsui, Kowloon.",城滙奧運,九龍大角咀利得街36-38號7字樓,2151 0500,2151 0826,res@metroplace-hotels.com
H/3985,METROPLACE OLYMPIC,"5/F, 36-38 Li Tak Street,Tai Kok Tsui, Kowloon.",城滙奧運,九龍大角咀利得街36-38號5字樓,2151 0500,2151 0826,res@metroplace-hotels.com
H/3995,WELLYET GUEST HOUSE,"Flat A8, 6/F, Block A, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",偉溢商務賓館,九龍尖沙咀彌敦道58號美麗都大廈A座6字樓A8室,5618 8208,,a27391136@gmail.com
H/4011,VENETIAN HOSTEL,"Flat C1, Block C & Flat F1, Block F,14/F, Mirador Mansion, 58 Nathan Road,Tsim Sha Tsui, Kowloon.",威尼斯賓館,九龍尖沙咀彌敦道58號美麗都大廈14字樓C座C1&F座F1室,2311 2520,,flamebirddevelopment@gmail.com
H/4012,SILVERVIEW RESORT HOLIDAY,"1/F & 2/F, Block 17, Silverview Centre,8 Ngan Kwong Wan Road,Mui Wo, Lantau Island.",銀景渡假中心,大嶼山梅窩銀礦灣路8號銀景中心第17座1&2字樓,2984 8081,2984 8112,
H/4013,NEW COSMOS GUEST HOUSE,"Flat B2, Block B,4/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",新宇宙賓館,九龍尖沙咀彌敦道40號重慶大廈B座4字樓B2室,,,
H/4016,SILVERVIEW RESORT HOLIDAY,"1/F & 2/F, Block 18, Silverview Centre,8 Ngan Kwong Wan Road,Mui Wo, Lantau Island.",銀景渡假中心,大嶼山梅窩銀礦灣路8號銀景中心第18座1&2字樓,2984 8081,2984 8112,
H/4018,WING HING GUEST HOUSE,"Flat C4, 10/F, Block C, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",永興旅館,九龍尖沙咀彌敦道58號美麗都大廈C座10字樓C4室,2366 5630,2368 5835,
H/4019,鴻運賓館,"Flat 18, 7/F, Wing Wah Building,14-24 Sai Yeung Choi Street South,Mong Kok, Kowloon.",鴻運賓館,九龍旺角西洋菜南街14-24號榮華大樓7字樓18室,6840 8368,2384 7417,
H/4020,COURTYARD BY MARRIOTT HONG KONG,"Tianjin Building,167 Connaught Road West,Sheung Wan, Hong Kong.",COURTYARD BY MARRIOTT HONG KONG,香港上環干諾道西167號天津大廈,3717 8888,3717 8288,rayon.ng@courtyard.com
H/4024,NEW HOOVER HOSTEL,"Flat E2, 3/F, Block E, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",新豪華旅舍,九龍尖沙咀彌敦道40號重慶大廈E座3字樓E2室,2724 8268,,newhoover2016@gmail.com
H/4027,OOOTOPIA TAI KOK TSUI,"8 Anchor Street,Tai Kok Tsui, Kowloon.",OOOTOPIA TAI KOK TSUI,九龍大角咀晏架街8號,2287 4683,,qlai@archcapital.net
H/4028,MAPLE LEAF GUEST HOUSE,"Flat E4, 12/F, Block E, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",紅葉賓館,九龍尖沙咀彌敦道40號重慶大廈E座12字樓E4室,9325 6152,,mapleleaf.hostel@gmail.com
H/4033,PENINSULA GUEST HOUSE,"Flat E3, 12/F, Block E, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",半島賓館,九龍尖沙咀彌敦道40號重慶大廈E座12字樓E3室,2367 9490,,fortunate_guesthouse@hotmail.com
H/4040,CASA,"3/F-5/F, Shing Hing Building,487-489 Nathan Road,Yau Ma Tei, Kowloon.",CASA,九龍油麻地彌敦道487-489號成興樓3-5字樓,3758 7779,3758 7766,enquiry@casa487.com.hk
H/4041,GEO-HOME HOLIDAY HOSTEL,"Flat C & D, 9/F, Kingland Apartments,739 Nathan Road, Mong Kok,Kowloon.",住游行渡假賓館,九龍旺角彌敦道739號金輪大廈9字樓C&D室,2380 1112,2380 1886,geohome2007@yahoo.com.hk
H/4043,JOYOUS GUEST HOUSE,"Flat E2, 14/F, Block E, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",樂怡賓館,九龍尖沙咀彌敦道40號重慶大廈E座14字樓E2室,9232 3231,3743 5893,shweta_sahai@yahoo.com
H/4050,METACITY MK,"1/F-3/F, 968-970 Canton Road,Mong Kok, Kowloon.",名迪旺角,九龍旺角廣東道968-970號1-3字樓,2771 3300,,enquiries@koalabeds.com.hk
H/4051,B & B GARDEN HOLIDAY FLAT (CHEUNG CHAU),"1/F-2/F, 84 Tung Wan Road,Cheung Chau.",住得好長洲花園渡假屋,長洲東灣路84號1-2字樓,2986 9990,2986 9980,info@ibnb.com.hk
H/4052,PING YEE,"Flat D, 1/F,Block 9, Bela Vista Villa,DD CC 1491, Cheung Chau.",萍姨,長洲長洲地段第1491號東堤小築第9座1字樓D室,9268 5392,,
H/4055,METACITY MK,"4/F-7/F, 968-970 Canton Road,Mong Kok, Kowloon.",名迪旺角,九龍旺角廣東道968-970號4-7字樓,2771 3300,,enquiries@koalabeds.com.hk
H/4056,ALOFT GUEST HOUSE,"Flat A9, 14/F, Block A,Mirador Mansion, 58 Nathan Road, Tsim Sha Tsui, Kowloon.",雅樂軒賓館,九龍尖沙咀彌敦道58號美麗都大廈A座14字樓A9室,2739 1136,,A27391136@gmail.com
H/4061,HOLLYWOOD GUEST HOUSE,"Flat A1, 14/F, Block A, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",荷李活賓館,九龍尖沙咀彌敦道40號重慶大廈A座14字樓A1室,9121 8072,,
H/4062,LILY GUEST HOUSE,"Flat E3, 8/F, Block E, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",美麗賓館,九龍尖沙咀彌敦道40號重慶大廈E座8字樓E3室,6486 5156,,
H/4069,SYDNEY LEONG HOLIDAY LODGE,"10A San Shek Wan,South District, Lantau Island.",梁紹榮度假村,大嶼山南區䃟石灣10A號,2980 2321,2980 2163,cmp@ywca.org.hk
H/4078,MAXVIC ENTERPRISE,"Flat 708, 7/F, Sincere House,83 Argyle Street, Mong Kok, Kowloon.",源豐企業,九龍旺角亞皆老街83號先施大廈7字樓708室,2395 0577,,
H/4081,VICTORIA,"Flat A, 2/F, Kiu Hing Mansion,14 King's Road, Causeway Bay,Hong Kong.",維多利亞,香港銅鑼灣英皇道14號僑興大廈2字樓A室,2578 7829,,
H/4082,NINA HOTEL TSUEN WAN WEST,"11/F-40/F, Tower 1, Nina Tower,8 Yeung Uk Road,Tsuen Wan, New Territories.",荃灣西如心酒店,新界荃灣楊屋道8號如心廣場第1座11-40字樓,2280 2898,2920 3600,info.nina@lhotelgroup.com
H/4087,美輪賓館,"Flat D, 9/F, Maylun Apartments,23 Shu Kuk Street, North Point,Hong Kong.",美輪賓館,香港北角書局街23號美輪大廈9字樓D室,9336 8352,,
H/4089,HOLLYWOOD INN,"2/F, Kwan Tak Building,243-245 Sha Tsui Road,Tsuen Wan, New Territories.",荷里活別墅,新界荃灣沙咀道243-245號坤德樓2字樓,3755 4488,,
H/4090,CASA,"6/F-8/F, Shing Hing Building,487-489 Nathan Road,Yau Ma Tei, Kowloon.",CASA,九龍油麻地彌敦道487-489號成興樓6-8字樓,3758 7777,3758 7766,enquiry@casa487.com.hk
H/4092,SUPER 7 HOSTEL,"Flat B7, 5/F, Block B, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",龍軒賓館,九龍尖沙咀彌敦道40號重慶大廈B座5字樓B7室,6306 0782,,simonhostel@ymail.com
H/4093,DAXIONG GUEST HOUSE,"Flat K, 4/F, New Lucky House,15 Jordan Road, Jordan, Kowloon.",大雄賓館,九龍佐敦佐敦道15號華豐大廈4字樓K室,2770 9323,,tohouguesthouse@gmail.com
H/4095,MONDRIAN HONG KONG,"8A Hart Avenue, Tsim Sha Tsui, Kowloon.",MONDRIAN HONG KONG,九龍尖沙咀赫德道8A號,3550 0388,,hongkong@mondrianhotels.com
H/4102,ASIA TRAVEL HOUSE,"Flat 7, 5/F, Alhambra Building,385 Nathan Road, Yau Ma Tei,Kowloon.",亞洲旅館,九龍油麻地彌敦道385號平安大樓5字樓7室,2770 8300,,asiatravelhouse@netvigator.com
H/4103,CASA,"12/F-14/F, Shing Hing Building,487-489 Nathan Road,Yau Ma Tei, Kowloon.",CASA,九龍油麻地彌敦道487-489號成興樓12-14字樓,3758 7779,3758 7766,enquiry@casa487.com.hk
H/4106,SOUTH NEST,"47 Shek Pai Wan Road,Aberdeen, Hong Kong.",南寓,香港香港仔石排灣道47號,2122 9222,,
H/4111,HONG KONG SKYCITY MARRIOTT HOTEL,"1 Sky City Road East,Lantau Island.",香港天際萬豪酒店,大嶼山航天城東路1號,3969 1888,3969 2288,
H/4112,FORTUNE INN,"Flat 20, 5/F, Wing Wah Building,14-24 Sai Yeung Choi Street South,Mong Kok, Kowloon.",美華賓館,九龍旺角西洋菜南街14-24號榮華大樓5字樓20室,2771 1117,,fortunehotelmongkok@gmail.com
H/4114,CASA,"9/F-11/F, Shing Hing Building,487-489 Nathan Road, Yau Ma Tei, Kowloon.",CASA,九龍油麻地彌敦道487-489號成興樓9-11字樓,3758 7779,3758 7766,enquiry@casa487.com.hk
H/4115,MANSION GUEST HOUSE,"Flat 604, 6/F, Sincere House,83 Argyle Street, Mong Kok,Kowloon.",羅曼美賓館,九龍旺角亞皆老街83號先施大廈6字樓604室,6278 3696,,
H/4117,THE HONG KONG GIRL GUIDES ASSOCIATION JOCKEY CLUB BEAS RIVER LODGE,"110 Hang Tau Road,Sheung Shui, New Territories.",香港女童軍總會賽馬會碧溪莊,新界上水坑頭路110號,2145 0456,2145 0656,jacky.so@hkgga.org.hk
H/4118,PRINCE HOSTEL HOLDINGS LIMITED,"Flat B, 7/F, Kingland Apartments,739 Nathan Road, Mong Kok,Kowloon.",太子賓館集團有限公司,九龍旺角彌敦道739號金輪大廈7字樓B室,2391 8852,,prince_hotel@yahoo.com
H/4119,GUANGZHOU GUEST HOUSE,"Flat B1, Block B, 10/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",廣州賓館,九龍尖沙咀彌敦道58號美麗都大廈B座10字樓B1室,9821 6654,,
H/4120,THE APEX HORIZON,"33 Wo Yi Hop Road,Kwai Chung, New Territories.",雍澄軒,新界葵涌和宜合道33號,3160 8888,2123 2128,info@horizonhotels.com.hk
H/4122,INTERNATIONAL INN,"Flat A9, Block A,11/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",新國際賓館,九龍尖沙咀彌敦道40號重慶大廈A座11字樓A9室,9468 2380,,
H/4123,ARTLAND GUEST HOUSE,"Front Block, 5/F, Chun Yee Building,731-733 Nathan Road, Mong Kok,Kowloon.",雅蘭賓館,九龍旺角彌敦道731-733號振宜大廈5字樓前座,3422 3368,3104 0278,
H/4126,VICTOR GUESTHOUSE,"Flat 8, 14/F, Alhambra Building,385 Nathan Road, Yau Ma Tei,Kowloon.",維都賓館,九龍油麻地彌敦道385號平安大樓14字樓8室,2388 2666,,
H/4127,新永盛行賓館,"Flat 18, 10/F, Alhambra Building,385 Nathan Road, Yau Ma Tei,Kowloon.",新永盛行賓館,九龍油麻地彌敦道385號平安大樓10字樓18室,2780 8168,2332 9856,
H/4129,KOWLOON HOSTEL,"Flat E1, 10/F, Block E, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",九龍大旅館,九龍尖沙咀彌敦道58號美麗都大廈E座10字樓E1室,2311 2520,2813 8837,
H/4134,HK BEAUTY GUEST HOUSE,"Flat F4, 14/F, Block F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",香港美麗賓館,九龍尖沙咀彌敦道58號美麗都大廈F座14字樓F4室,2721 3077,2311 5260,laucosmicgh@gmail.com
H/4136,NATURE GUEST HOUSE,"Flat C2, 5/F, Block C, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",NATURE GUEST HOUSE,九龍尖沙咀彌敦道40號重慶大廈C座5字樓C2室,2366 4219,2367 6552,mp@brargrouphk.com
H/4137,WIFI BOUTIQUE HOTEL LIMITED,"G/F (Portion),  5/F - 23/F,& Roof(Portion), Star Commercial Building,366 Lockhart Road, Wan Chai, Hong Kong.",星網商務精品酒店有限公司,"香港灣仔駱克道366號星圖商業大廈地下(部份), 5-23字樓& 天台(部份)",3961 2288,2897 8891,nail@wifihotel.com.hk
H/4140,GOLDEN OCEAN GUEST HOUSE,"Flat C6, Block C, 8/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",金海都賓館,九龍尖沙咀彌敦道40號重慶大廈C座8字樓C6室,2368 2189,,philipcheung91@yahoo.com.hk
H/4142,AROMA GUEST HOUSE,"Flat D4, Block D,12/F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",阿羅媽賓館,九龍尖沙咀彌敦道58號美麗都大廈D座12字樓D4室,2369 6669,2311 5260,laucosmicgh@gmail.com
H/4144,168 YOUTH CO LIVING,"Flat F4, 7/F, Block F, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",168青年旅舍,九龍尖沙咀彌敦道58號美麗都大廈F座7字樓F4室,2311 2520,2813 8837,
H/4147,HO FUNG MOTEL,"Rear Block, 2/F, 1 San Lok Street, Sheung Shui, New Territories.",豪峰旅館,新界上水新樂街1號2字樓後座,2673 2878,,
H/4150,DRAGON HOSTEL,"Flat B2, 14/F, Block B, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",金龍旅店,九龍尖沙咀彌敦道58號美麗都大廈B座14字樓B2室,2311 8807,,mhlhotel6699@gmail.com
H/4152,HOLIDAY HOME,"Flat E3, Block E,6/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",HOLIDAY HOME,九龍尖沙咀彌敦道40號重慶大廈E座6字樓E3室,2316 7152,2724 5071,
H/4153,BY THE PARK,"2/F-3/F, 141-143 Wan Chai Road,Wan Chai, Hong Kong.",BY THE PARK,香港灣仔灣仔道141-143號2-3字樓,2838 1109,2838 2252,info@mingleplace.com
H/4157,NO.7,"Flat F&G, 15/F, Union Mansion,33-35 Chatham Road South,Tsim Sha Tsui, Kowloon.",7號,九龍尖沙咀漆咸道南33-35號友聯大廈15字樓F&G室,6717 1096,,no7fortresshill@gmail.com
H/4158,AINN2,"Flat 1517, 15/F, Sincere House,83 Argyle Street, Mong Kok, Kowloon.",AINN2,九龍旺角亞皆老街83號先施大廈15字樓1517室,2787 5934,,1406@ahshanhostel.com
H/4159,BY THE PARK,"4/F-5/F, 141-143 Wan Chai Road,Wan Chai, Hong Kong.",BY THE PARK,香港灣仔灣仔道141-143號4-5字樓,2838 1109,2838 2252,info@mingleplace.com
H/4161,HK INTERNATIONAL HOSTEL,"Flat C1, Block C,6/F, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",香港國際旅館,九龍尖沙咀彌敦道40號重慶大廈C座6字樓C1室,6031 8119/5100 1127,3585 3905,greatest.time@hkgmail.com
H/4163,GERMANY HOSTEL,"Flat D2, 6/F, Block D, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",GERMANY HOSTEL,九龍尖沙咀彌敦道40號重慶大廈D座6字樓D2室,3104 1651,2368 3344,dhillonhotelshk@gmail.com
H/4167,YIN,"Wellington Centre,97A Wellington Street,Central, Hong Kong.",慇,香港中環威靈頓街97A號威靈頓中心,2851 6966,2851 6766,info@xin.com.hk
H/4168,EMPIRE HOTEL CAUSEWAY BAY,"Portions of G/F-5/F, 6/F-R/F, (4/F, 14/F & 24/F omitted),8 Wing Hing Street, Causeway Bay, Hong Kong.",銅鑼灣皇悅酒店,"香港銅鑼灣永興街8號地下(部份)-5字樓及6字樓至天台(4, 14及24字樓除外)",3692 2333,3692 2300,
H/4171,GOLDEN ISLAND HOSTEL,"Flat 11, 8/F, Alhambra Building,385 Nathan Road, Yau Ma Tei,Kowloon.",金島賓舘,九龍油麻地彌敦道385號平安大樓8字樓11室,5543 6462,2710 8821,
H/4175,SOHO SQUARE,"G/F(Portion) & 6/F-22/F, SOHO SQUARE,21 Lyndhurst Terrace, Central, Hong Kong.",SOHO SQUARE,香港中環擺花街21號SOHO SQUARE地下(部份)及 6-22字樓,2810 7976,2810 7985,
H/4176,RIDOR GUESTHOUSE,"Flat A9, 10/F, Block A, Mirador Mansion,58 Nathan Road, Tsim Sha Tsui, Kowloon.",麗都旅館,九龍尖沙咀彌敦道58號美麗都大廈A座10字樓A9室,9660 9613,,
H/4178,SOHOTEL,"139-141 Bonham Strand,Sheung Wan,Hong Kong.",尚豪酒店,香港上環文咸東街139-141號,2851 8818,2581 1016,lau@sohotel.com.hk
H/4179,HOI CHING,"Flat D, 1/F,Block 5, Bela Vista Villa,DD CC 1491, Cheung Chau.",海靖旅舍,長洲長洲地段第1491號東堤小築第5座1字樓D室,9668 5116,,
H/4183,OCEAN CITY HOSTEL,"1/F, 42-42A Tung Choi Street,Mong Kok, Kowloon.",海城賓館,九龍旺角通菜街42-42A號1字樓,,,
H/4188,GREAT CHINA GUEST HOUSE,"Flat D4, 9/F, Block D, Chungking Mansion,40 Nathan Road, Tsim Sha Tsui, Kowloon.",大中華賓舘,九龍尖沙咀彌敦道40號重慶大廈D座9字樓D4室,6486 5156,,
H/4193,SHEUNG SHUI MOTEL,"1/F, 3 San Lok Street,Sheung Shui, New Territories.",上水旅館,新界上水新樂街3號1字樓,2673 2878,,
